Fecha,Hora,Precio
2022-02-20,20,"277,43"
2022-02-20,21,"284,53"
2022-02-20,22,"281,95"
2022-02-20,23,"270,47"
2022-02-20,24,"260,45"
2022-02-21,01,"260,14"
2022-02-21,02,"225,73"
2022-02-21,03,"221,62"
2022-02-21,04,"208,26"
2022-02-21,05,"202,29"
2022-02-21,06,"217,09"
2022-02-21,07,"263,26"
2022-02-21,08,"280,67"
2022-02-21,09,"307,21"
2022-02-21,10,"300,42"
2022-02-21,11,"345,70"
2022-02-21,12,"313,86"
2022-02-21,13,"304,70"
2022-02-21,14,"287,73"
2022-02-21,15,"211,39"
2022-02-21,16,"194,00"
2022-02-21,17,"214,57"
2022-02-21,18,"239,29"
2022-02-21,19,"375,12"
2022-02-21,20,"383,26"
2022-02-21,21,"392,45"
2022-02-21,22,"381,32"
2022-02-21,23,"297,71"
2022-02-21,24,"266,39"
2022-02-22,01,"229,31"
2022-02-22,02,"224,71"
2022-02-22,03,"221,70"
2022-02-22,04,"220,06"
2022-02-22,05,"214,17"
2022-02-22,06,"221,24"
2022-02-22,07,"249,40"
2022-02-22,08,"257,81"
2022-02-22,09,"293,09"
2022-02-22,10,"279,64"
2022-02-22,11,"338,31"
2022-02-22,12,"318,47"
2022-02-22,13,"315,58"
2022-02-22,14,"301,63"
2022-02-22,15,"214,25"
2022-02-22,16,"209,37"
2022-02-22,17,"214,53"
2022-02-22,18,"235,20"
2022-02-22,19,"358,43"
2022-02-22,20,"368,09"
2022-02-22,21,"374,04"
2022-02-22,22,"362,45"
2022-02-22,23,"272,45"
2022-02-22,24,"250,81"
2022-02-23,01,"231,22"
2022-02-23,02,"228,12"
2022-02-23,03,"224,04"
2022-02-23,04,"220,35"
2022-02-23,05,"219,71"
2022-02-23,06,"226,81"
2022-02-23,07,"260,51"
2022-02-23,08,"267,43"
2022-02-23,09,"298,30"
2022-02-23,10,"295,96"
2022-02-23,11,"353,31"
2022-02-23,12,"341,18"
2022-02-23,13,"328,68"
2022-02-23,14,"320,77"
2022-02-23,15,"238,37"
2022-02-23,16,"242,21"
2022-02-23,17,"255,74"
2022-02-23,18,"286,72"
2022-02-23,19,"388,23"
2022-02-23,20,"394,01"
2022-02-23,21,"400,87"
2022-02-23,22,"376,88"
2022-02-23,23,"291,53"
2022-02-23,24,"287,17"
2022-02-24,01,"269,49"
2022-02-24,02,"270,56"
2022-02-24,03,"267,04"
2022-02-24,04,"264,72"
2022-02-24,05,"268,69"
2022-02-24,06,"267,08"
2022-02-24,07,"270,99"
2022-02-24,08,"273,78"
2022-02-24,09,"317,51"
2022-02-24,10,"300,16"
2022-02-24,11,"360,94"
2022-02-24,12,"358,93"
2022-02-24,13,"358,63"
2022-02-24,14,"354,61"
2022-02-24,15,"286,30"
2022-02-24,16,"270,49"
2022-02-24,17,"252,55"
2022-02-24,18,"266,93"
2022-02-24,19,"355,96"
2022-02-24,20,"373,22"
2022-02-24,21,"366,36"
2022-02-24,22,"360,03"
2022-02-24,23,"268,94"
2022-02-24,24,"235,73"
2022-02-25,01,"300,05"
2022-02-25,02,"263,35"
2022-02-25,03,"249,82"
2022-02-25,04,"226,42"
2022-02-25,05,"218,47"
2022-02-25,06,"237,67"
2022-02-25,07,"274,90"
2022-02-25,08,"338,49"
2022-02-25,09,"364,24"
2022-02-25,10,"363,80"
2022-02-25,11,"423,71"
2022-02-25,12,"403,90"
2022-02-25,13,"412,47"
2022-02-25,14,"397,71"
2022-02-25,15,"323,90"
2022-02-25,16,"318,89"
2022-02-25,17,"328,78"
2022-02-25,18,"353,91"
2022-02-25,19,"448,19"
2022-02-25,20,"473,25"
2022-02-25,21,"461,81"
2022-02-25,22,"445,28"
2022-02-25,23,"364,13"
2022-02-25,24,"360,61"
2022-02-26,01,"364,00"
2022-02-26,02,"346,09"
2022-02-26,03,"342,66"
2022-02-26,04,"328,89"
2022-02-26,05,"320,37"
2022-02-26,06,"319,23"
2022-02-26,07,"329,69"
2022-02-26,08,"343,14"
2022-02-26,09,"351,43"
2022-02-26,10,"336,24"
2022-02-26,11,"307,70"
2022-02-26,12,"304,99"
2022-02-26,13,"302,89"
2022-02-26,14,"298,75"
2022-02-26,15,"298,58"
2022-02-26,16,"300,62"
2022-02-26,17,"302,93"
2022-02-26,18,"327,86"
2022-02-26,19,"378,69"
2022-02-26,20,"379,04"
2022-02-26,21,"373,25"
2022-02-26,22,"376,17"
2022-02-26,23,"337,12"
2022-02-26,24,"331,71"
2022-02-27,01,"330,95"
2022-02-27,02,"328,27"
2022-02-27,03,"303,81"
2022-02-27,04,"301,10"
2022-02-27,05,"308,62"
2022-02-27,06,"315,91"
2022-02-27,07,"336,77"
2022-02-27,08,"336,92"
2022-02-27,09,"331,02"
2022-02-27,10,"327,29"
2022-02-27,11,"321,29"
2022-02-27,12,"314,02"
2022-02-27,13,"301,22"
2022-02-27,14,"314,44"
2022-02-27,15,"314,52"
2022-02-27,16,"271,99"
2022-02-27,17,"275,05"
2022-02-27,18,"302,26"
2022-02-27,19,"354,44"
2022-02-27,20,"379,62"
2022-02-27,21,"437,58"
2022-02-27,22,"437,11"
2022-02-27,23,"386,41"
2022-02-27,24,"352,61"
2022-02-28,01,"374,51"
2022-02-28,02,"370,20"
2022-02-28,03,"369,32"
2022-02-28,04,"370,91"
2022-02-28,05,"366,09"
2022-02-28,06,"367,94"
2022-02-28,07,"365,32"
2022-02-28,08,"401,68"
2022-02-28,09,"408,48"
2022-02-28,10,"380,56"
2022-02-28,11,"418,96"
2022-02-28,12,"374,67"
2022-02-28,13,"379,01"
2022-02-28,14,"375,95"
2022-02-28,15,"303,02"
2022-02-28,16,"303,42"
2022-02-28,17,"347,20"
2022-02-28,18,"379,33"
2022-02-28,19,"475,04"
2022-02-28,20,"496,98"
2022-02-28,21,"527,63"
2022-02-28,22,"501,97"
2022-02-28,23,"388,23"
2022-02-28,24,"377,11"
2022-03-01,01,"341,15"
2022-03-01,02,"332,83"
2022-03-01,03,"313,74"
2022-03-01,04,"294,06"
2022-03-01,05,"290,17"
2022-03-01,06,"298,85"
2022-03-01,07,"338,48"
2022-03-01,08,"369,83"
2022-03-01,09,"399,19"
2022-03-01,10,"386,21"
2022-03-01,11,"419,51"
2022-03-01,12,"377,43"
2022-03-01,13,"372,20"
2022-03-01,14,"366,81"
2022-03-01,15,"299,67"
2022-03-01,16,"299,92"
2022-03-01,17,"305,13"
2022-03-01,18,"348,68"
2022-03-01,19,"447,15"
2022-03-01,20,"484,59"
2022-03-01,21,"485,14"
2022-03-01,22,"460,54"
2022-03-01,23,"360,81"
2022-03-01,24,"355,89"
2022-03-02,01,"318,92"
2022-03-02,02,"318,92"
2022-03-02,03,"319,72"
2022-03-02,04,"305,83"
2022-03-02,05,"306,31"
2022-03-02,06,"321,20"
2022-03-02,07,"335,65"
2022-03-02,08,"364,60"
2022-03-02,09,"407,07"
2022-03-02,10,"384,59"
2022-03-02,11,"422,17"
2022-03-02,12,"407,71"
2022-03-02,13,"396,56"
2022-03-02,14,"372,27"
2022-03-02,15,"284,39"
2022-03-02,16,"281,27"
2022-03-02,17,"286,67"
2022-03-02,18,"309,61"
2022-03-02,19,"417,84"
2022-03-02,20,"447,34"
2022-03-02,21,"461,54"
2022-03-02,22,"442,56"
2022-03-02,23,"357,44"
2022-03-02,24,"343,18"
2022-03-03,01,"417,85"
2022-03-03,02,"413,35"
2022-03-03,03,"413,08"
2022-03-03,04,"404,39"
2022-03-03,05,"404,78"
2022-03-03,06,"427,28"
2022-03-03,07,"462,65"
2022-03-03,08,"487,09"
2022-03-03,09,"519,32"
2022-03-03,10,"468,74"
2022-03-03,11,"530,68"
2022-03-03,12,"529,18"
2022-03-03,13,"524,98"
2022-03-03,14,"518,35"
2022-03-03,15,"422,10"
2022-03-03,16,"418,59"
2022-03-03,17,"440,80"
2022-03-03,18,"452,78"
2022-03-03,19,"532,02"
2022-03-03,20,"540,17"
2022-03-03,21,"541,37"
2022-03-03,22,"530,51"
2022-03-03,23,"438,34"
2022-03-03,24,"361,08"
2022-03-04,01,"446,38"
2022-03-04,02,"360,02"
2022-03-04,03,"360,53"
2022-03-04,04,"358,10"
2022-03-04,05,"356,11"
2022-03-04,06,"357,67"
2022-03-04,07,"355,12"
2022-03-04,08,"463,77"
2022-03-04,09,"499,46"
2022-03-04,10,"484,33"
2022-03-04,11,"547,73"
2022-03-04,12,"501,02"
2022-03-04,13,"516,93"
2022-03-04,14,"478,42"
2022-03-04,15,"419,01"
2022-03-04,16,"439,82"
2022-03-04,17,"468,69"
2022-03-04,18,"500,96"
2022-03-04,19,"585,83"
2022-03-04,20,"606,36"
2022-03-04,21,"592,05"
2022-03-04,22,"582,01"
2022-03-04,23,"507,82"
2022-03-04,24,"494,44"
2022-03-05,01,"479,40"
2022-03-05,02,"469,51"
2022-03-05,03,"466,04"
2022-03-05,04,"445,71"
2022-03-05,05,"456,33"
2022-03-05,06,"464,85"
2022-03-05,07,"484,50"
2022-03-05,08,"487,84"
2022-03-05,09,"470,36"
2022-03-05,10,"455,32"
2022-03-05,11,"446,11"
2022-03-05,12,"442,95"
2022-03-05,13,"441,17"
2022-03-05,14,"447,50"
2022-03-05,15,"445,48"
2022-03-05,16,"387,95"
2022-03-05,17,"429,93"
2022-03-05,18,"479,88"
2022-03-05,19,"507,32"
2022-03-05,20,"510,99"
2022-03-05,21,"498,26"
2022-03-05,22,"487,49"
2022-03-05,23,"478,36"
2022-03-05,24,"458,84"
2022-03-06,01,"501,03"
2022-03-06,02,"469,12"
2022-03-06,03,"465,46"
2022-03-06,04,"455,81"
2022-03-06,05,"463,23"
2022-03-06,06,"466,94"
2022-03-06,07,"474,26"
2022-03-06,08,"494,02"
2022-03-06,09,"467,42"
2022-03-06,10,"496,40"
2022-03-06,11,"440,01"
2022-03-06,12,"433,84"
2022-03-06,13,"438,41"
2022-03-06,14,"423,03"
2022-03-06,15,"437,65"
2022-03-06,16,"429,55"
2022-03-06,17,"432,00"
2022-03-06,18,"486,08"
2022-03-06,19,"547,07"
2022-03-06,20,"568,18"
2022-03-06,21,"585,36"
2022-03-06,22,"585,85"
2022-03-06,23,"568,67"
2022-03-06,24,"565,10"
2022-03-07,01,"566,41"
2022-03-07,02,"553,54"
2022-03-07,03,"548,15"
2022-03-07,04,"531,62"
2022-03-07,05,"526,92"
2022-03-07,06,"552,50"
2022-03-07,07,"588,57"
2022-03-07,08,"616,65"
2022-03-07,09,"644,09"
2022-03-07,10,"612,20"
2022-03-07,11,"640,09"
2022-03-07,12,"638,74"
2022-03-07,13,"638,88"
2022-03-07,14,"634,58"
2022-03-07,15,"540,72"
2022-03-07,16,"492,99"
2022-03-07,17,"514,14"
2022-03-07,18,"577,71"
2022-03-07,19,"674,92"
2022-03-07,20,"710,78"
2022-03-07,21,"678,16"
2022-03-07,22,"649,17"
2022-03-07,23,"553,79"
2022-03-07,24,"503,56"
2022-03-08,01,"568,16"
2022-03-08,02,"576,32"
2022-03-08,03,"588,29"
2022-03-08,04,"561,63"
2022-03-08,05,"567,05"
2022-03-08,06,"579,88"
2022-03-08,07,"696,85"
2022-03-08,08,"744,25"
2022-03-08,09,"816,67"
2022-03-08,10,"755,51"
2022-03-08,11,"799,08"
2022-03-08,12,"755,51"
2022-03-08,13,"716,22"
2022-03-08,14,"650,36"
2022-03-08,15,"571,61"
2022-03-08,16,"573,91"
2022-03-08,17,"652,85"
2022-03-08,18,"768,36"
2022-03-08,19,"895,37"
2022-03-08,20,"954,01"
2022-03-08,21,"895,26"
2022-03-08,22,"891,42"
2022-03-08,23,"822,73"
2022-03-08,24,"766,61"
2022-03-09,01,"641,16"
2022-03-09,02,"577,89"
2022-03-09,03,"565,80"
2022-03-09,04,"555,37"
2022-03-09,05,"555,24"
2022-03-09,06,"567,05"
2022-03-09,07,"658,32"
2022-03-09,08,"714,12"
2022-03-09,09,"710,07"
2022-03-09,10,"636,58"
2022-03-09,11,"626,48"
2022-03-09,12,"576,56"
2022-03-09,13,"533,23"
2022-03-09,14,"528,84"
2022-03-09,15,"475,48"
2022-03-09,16,"508,58"
2022-03-09,17,"548,26"
2022-03-09,18,"660,09"
2022-03-09,19,"766,83"
2022-03-09,20,"827,93"
2022-03-09,21,"778,69"
2022-03-09,22,"769,34"
2022-03-09,23,"671,53"
2022-03-09,24,"618,99"
2022-03-10,01,"485,67"
2022-03-10,02,"423,92"
2022-03-10,03,"436,54"
2022-03-10,04,"436,62"
2022-03-10,05,"436,61"
2022-03-10,06,"443,96"
2022-03-10,07,"525,45"
2022-03-10,08,"539,99"
2022-03-10,09,"582,28"
2022-03-10,10,"539,46"
2022-03-10,11,"582,24"
2022-03-10,12,"530,54"
2022-03-10,13,"533,65"
2022-03-10,14,"514,98"
2022-03-10,15,"421,01"
2022-03-10,16,"421,76"
2022-03-10,17,"424,59"
2022-03-10,18,"503,84"
2022-03-10,19,"612,45"
2022-03-10,20,"642,77"
2022-03-10,21,"627,87"
2022-03-10,22,"604,22"
2022-03-10,23,"438,05"
2022-03-10,24,"434,96"
2022-03-11,01,"354,44"
2022-03-11,02,"334,51"
2022-03-11,03,"321,78"
2022-03-11,04,"281,52"
2022-03-11,05,"223,48"
2022-03-11,06,"244,18"
2022-03-11,07,"354,35"
2022-03-11,08,"384,50"
2022-03-11,09,"414,80"
2022-03-11,10,"405,94"
2022-03-11,11,"462,67"
2022-03-11,12,"432,59"
2022-03-11,13,"437,73"
2022-03-11,14,"429,75"
2022-03-11,15,"365,83"
2022-03-11,16,"365,48"
2022-03-11,17,"369,98"
2022-03-11,18,"401,07"
2022-03-11,19,"485,29"
2022-03-11,20,"530,12"
2022-03-11,21,"585,85"
2022-03-11,22,"593,09"
2022-03-11,23,"453,33"
2022-03-11,24,"437,23"
2022-03-12,01,"370,60"
2022-03-12,02,"365,90"
2022-03-12,03,"361,13"
2022-03-12,04,"326,98"
2022-03-12,05,"320,34"
2022-03-12,06,"334,89"
2022-03-12,07,"331,86"
2022-03-12,08,"349,82"
2022-03-12,09,"331,65"
2022-03-12,10,"304,26"
2022-03-12,11,"267,41"
2022-03-12,12,"259,33"
2022-03-12,13,"253,14"
2022-03-12,14,"253,06"
2022-03-12,15,"248,69"
2022-03-12,16,"252,13"
2022-03-12,17,"264,92"
2022-03-12,18,"280,62"
2022-03-12,19,"359,57"
2022-03-12,20,"366,05"
2022-03-12,21,"367,55"
2022-03-12,22,"356,08"
2022-03-12,23,"342,48"
2022-03-12,24,"334,92"
2022-03-13,01,"288,26"
2022-03-13,02,"290,99"
2022-03-13,03,"287,20"
2022-03-13,04,"269,10"
2022-03-13,05,"252,93"
2022-03-13,06,"284,58"
2022-03-13,07,"296,23"
2022-03-13,08,"297,88"
2022-03-13,09,"289,50"
2022-03-13,10,"320,76"
2022-03-13,11,"282,55"
2022-03-13,12,"276,41"
2022-03-13,13,"276,57"
2022-03-13,14,"318,31"
2022-03-13,15,"288,84"
2022-03-13,16,"290,60"
2022-03-13,17,"295,13"
2022-03-13,18,"332,50"
2022-03-13,19,"364,96"
2022-03-13,20,"452,38"
2022-03-13,21,"481,95"
2022-03-13,22,"436,44"
2022-03-13,23,"402,57"
2022-03-13,24,"383,85"
2022-03-14,01,"369,88"
2022-03-14,02,"360,39"
2022-03-14,03,"307,03"
2022-03-14,04,"299,77"
2022-03-14,05,"294,16"
2022-03-14,06,"304,93"
2022-03-14,07,"354,41"
2022-03-14,08,"360,13"
2022-03-14,09,"392,60"
2022-03-14,10,"384,78"
2022-03-14,11,"447,30"
2022-03-14,12,"438,22"
2022-03-14,13,"411,94"
2022-03-14,14,"368,92"
2022-03-14,15,"294,20"
2022-03-14,16,"295,33"
2022-03-14,17,"296,76"
2022-03-14,18,"298,22"
2022-03-14,19,"374,51"
2022-03-14,20,"428,44"
2022-03-14,21,"445,97"
2022-03-14,22,"444,48"
2022-03-14,23,"330,72"
2022-03-14,24,"303,46"
2022-03-15,01,"276,92"
2022-03-15,02,"277,01"
2022-03-15,03,"276,82"
2022-03-15,04,"277,89"
2022-03-15,05,"277,66"
2022-03-15,06,"277,74"
2022-03-15,07,"278,04"
2022-03-15,08,"305,85"
2022-03-15,09,"349,91"
2022-03-15,10,"344,89"
2022-03-15,11,"407,72"
2022-03-15,12,"407,15"
2022-03-15,13,"399,51"
2022-03-15,14,"398,44"
2022-03-15,15,"330,27"
2022-03-15,16,"339,15"
2022-03-15,17,"340,88"
2022-03-15,18,"341,87"
2022-03-15,19,"441,91"
2022-03-15,20,"464,01"
2022-03-15,21,"479,85"
2022-03-15,22,"472,04"
2022-03-15,23,"378,47"
2022-03-15,24,"358,19"
2022-03-16,01,"320,90"
2022-03-16,02,"321,57"
2022-03-16,03,"321,58"
2022-03-16,04,"307,67"
2022-03-16,05,"305,62"
2022-03-16,06,"320,29"
2022-03-16,07,"359,73"
2022-03-16,08,"372,25"
2022-03-16,09,"409,70"
2022-03-16,10,"387,38"
2022-03-16,11,"431,87"
2022-03-16,12,"418,03"
2022-03-16,13,"424,15"
2022-03-16,14,"423,84"
2022-03-16,15,"361,58"
2022-03-16,16,"361,67"
2022-03-16,17,"353,50"
2022-03-16,18,"364,38"
2022-03-16,19,"410,07"
2022-03-16,20,"421,50"
2022-03-16,21,"439,06"
2022-03-16,22,"421,68"
2022-03-16,23,"335,84"
2022-03-16,24,"274,14"
2022-03-17,01,"264,74"
2022-03-17,02,"257,03"
2022-03-17,03,"248,57"
2022-03-17,04,"245,58"
2022-03-17,05,"245,03"
2022-03-17,06,"249,42"
2022-03-17,07,"253,60"
2022-03-17,08,"300,85"
2022-03-17,09,"322,82"
2022-03-17,10,"307,36"
2022-03-17,11,"348,01"
2022-03-17,12,"337,14"
2022-03-17,13,"346,38"
2022-03-17,14,"345,57"
2022-03-17,15,"272,74"
2022-03-17,16,"284,84"
2022-03-17,17,"286,43"
2022-03-17,18,"313,53"
2022-03-17,19,"396,99"
2022-03-17,20,"434,20"
2022-03-17,21,"464,03"
2022-03-17,22,"419,67"
2022-03-17,23,"333,48"
2022-03-17,24,"330,20"
2022-03-18,01,"264,55"
2022-03-18,02,"263,49"
2022-03-18,03,"263,40"
2022-03-18,04,"264,26"
2022-03-18,05,"264,30"
2022-03-18,06,"266,23"
2022-03-18,07,"269,38"
2022-03-18,08,"308,95"
2022-03-18,09,"338,68"
2022-03-18,10,"331,26"
2022-03-18,11,"392,52"
2022-03-18,12,"375,70"
2022-03-18,13,"374,96"
2022-03-18,14,"361,04"
2022-03-18,15,"293,08"
2022-03-18,16,"310,28"
2022-03-18,17,"328,53"
2022-03-18,18,"337,90"
2022-03-18,19,"442,93"
2022-03-18,20,"456,27"
2022-03-18,21,"458,78"
2022-03-18,22,"450,62"
2022-03-18,23,"349,32"
2022-03-18,24,"309,69"
2022-03-19,01,"330,64"
2022-03-19,02,"323,01"
2022-03-19,03,"297,20"
2022-03-19,04,"268,94"
2022-03-19,05,"266,25"
2022-03-19,06,"266,77"
2022-03-19,07,"287,39"
2022-03-19,08,"272,79"
2022-03-19,09,"300,08"
2022-03-19,10,"296,36"
2022-03-19,11,"282,43"
2022-03-19,12,"244,02"
2022-03-19,13,"242,85"
2022-03-19,14,"238,12"
2022-03-19,15,"238,73"
2022-03-19,16,"239,74"
2022-03-19,17,"243,43"
2022-03-19,18,"252,68"
2022-03-19,19,"295,11"
2022-03-19,20,"359,01"
2022-03-19,21,"349,79"
2022-03-19,22,"325,69"
2022-03-19,23,"314,34"
2022-03-19,24,"312,52"
2022-03-20,01,"280,04"
2022-03-20,02,"286,85"
2022-03-20,03,"280,78"
2022-03-20,04,"271,11"
2022-03-20,05,"271,31"
2022-03-20,06,"271,93"
2022-03-20,07,"278,93"
2022-03-20,08,"288,97"
2022-03-20,09,"264,56"
2022-03-20,10,"259,10"
2022-03-20,11,"255,01"
2022-03-20,12,"254,09"
2022-03-20,13,"246,09"
2022-03-20,14,"247,26"
2022-03-20,15,"244,75"
2022-03-20,16,"244,19"
2022-03-20,17,"245,07"
2022-03-20,18,"248,81"
2022-03-20,19,"261,21"
2022-03-20,20,"304,99"
2022-03-20,21,"315,41"
2022-03-20,22,"313,44"
2022-03-20,23,"308,29"
2022-03-20,24,"259,59"
2022-03-21,01,"286,13"
2022-03-21,02,"262,99"
2022-03-21,03,"263,05"
2022-03-21,04,"261,44"
2022-03-21,05,"258,47"
2022-03-21,06,"263,16"
2022-03-21,07,"277,26"
2022-03-21,08,"307,53"
2022-03-21,09,"334,67"
2022-03-21,10,"332,47"
2022-03-21,11,"393,03"
2022-03-21,12,"364,87"
2022-03-21,13,"369,19"
2022-03-21,14,"363,70"
2022-03-21,15,"292,66"
2022-03-21,16,"294,46"
2022-03-21,17,"320,17"
2022-03-21,18,"334,74"
2022-03-21,19,"424,71"
2022-03-21,20,"440,07"
2022-03-21,21,"451,56"
2022-03-21,22,"421,41"
2022-03-21,23,"328,66"
2022-03-21,24,"317,37"
2022-03-22,01,"286,25"
2022-03-22,02,"279,76"
2022-03-22,03,"271,67"
2022-03-22,04,"262,51"
2022-03-22,05,"267,65"
2022-03-22,06,"281,42"
2022-03-22,07,"277,61"
2022-03-22,08,"309,19"
2022-03-22,09,"340,20"
2022-03-22,10,"329,02"
2022-03-22,11,"363,56"
2022-03-22,12,"356,88"
2022-03-22,13,"359,34"
2022-03-22,14,"338,94"
2022-03-22,15,"267,50"
2022-03-22,16,"274,52"
2022-03-22,17,"311,69"
2022-03-22,18,"331,93"
2022-03-22,19,"402,95"
2022-03-22,20,"415,34"
2022-03-22,21,"440,38"
2022-03-22,22,"414,55"
2022-03-22,23,"329,92"
2022-03-22,24,"296,78"
2022-03-23,01,"281,41"
2022-03-23,02,"248,90"
2022-03-23,03,"244,42"
2022-03-23,04,"240,85"
2022-03-23,05,"239,23"
2022-03-23,06,"240,18"
2022-03-23,07,"238,96"
2022-03-23,08,"289,14"
2022-03-23,09,"329,22"
2022-03-23,10,"321,08"
2022-03-23,11,"365,32"
2022-03-23,12,"354,46"
2022-03-23,13,"349,10"
2022-03-23,14,"339,83"
2022-03-23,15,"271,25"
2022-03-23,16,"279,67"
2022-03-23,17,"296,39"
2022-03-23,18,"300,58"
2022-03-23,19,"383,54"
2022-03-23,20,"398,97"
2022-03-23,21,"405,10"
2022-03-23,22,"401,23"
2022-03-23,23,"315,22"
2022-03-23,24,"296,84"
2022-03-24,01,"284,00"
2022-03-24,02,"277,15"
2022-03-24,03,"251,43"
2022-03-24,04,"245,71"
2022-03-24,05,"245,86"
2022-03-24,06,"259,66"
2022-03-24,07,"294,40"
2022-03-24,08,"301,41"
2022-03-24,09,"330,88"
2022-03-24,10,"329,41"
2022-03-24,11,"390,18"
2022-03-24,12,"370,11"
2022-03-24,13,"359,82"
2022-03-24,14,"361,38"
2022-03-24,15,"293,70"
2022-03-24,16,"291,93"
2022-03-24,17,"316,07"
2022-03-24,18,"329,57"
2022-03-24,19,"399,93"
2022-03-24,20,"406,47"
2022-03-24,21,"431,14"
2022-03-24,22,"407,77"
2022-03-24,23,"328,19"
2022-03-24,24,"319,38"
2022-03-25,01,"335,93"
2022-03-25,02,"319,66"
2022-03-25,03,"307,86"
2022-03-25,04,"303,84"
2022-03-25,05,"299,19"
2022-03-25,06,"326,28"
2022-03-25,07,"334,48"
2022-03-25,08,"352,73"
2022-03-25,09,"384,56"
2022-03-25,10,"382,94"
2022-03-25,11,"441,68"
2022-03-25,12,"421,21"
2022-03-25,13,"407,98"
2022-03-25,14,"404,34"
2022-03-25,15,"332,98"
2022-03-25,16,"319,16"
2022-03-25,17,"341,20"
2022-03-25,18,"372,03"
2022-03-25,19,"452,25"
2022-03-25,20,"467,82"
2022-03-25,21,"470,54"
2022-03-25,22,"449,98"
2022-03-25,23,"373,24"
2022-03-25,24,"371,35"
2022-03-26,01,"338,55"
2022-03-26,02,"327,07"
2022-03-26,03,"322,87"
2022-03-26,04,"299,04"
2022-03-26,05,"283,42"
2022-03-26,06,"289,92"
2022-03-26,07,"309,14"
2022-03-26,08,"286,85"
2022-03-26,09,"298,40"
2022-03-26,10,"288,69"
2022-03-26,11,"272,59"
2022-03-26,12,"253,46"
2022-03-26,13,"256,47"
2022-03-26,14,"273,34"
2022-03-26,15,"250,66"
2022-03-26,16,"252,56"
2022-03-26,17,"256,45"
2022-03-26,18,"293,88"
2022-03-26,19,"330,31"
2022-03-26,20,"365,82"
2022-03-26,21,"359,17"
2022-03-26,22,"357,90"
2022-03-26,23,"341,10"
2022-03-26,24,"335,19"
2022-03-27,01,"325,19"
2022-03-27,02,"309,72"
2022-03-27,04,"299,20"
2022-03-27,05,"284,09"
2022-03-27,06,"285,04"
2022-03-27,07,"284,10"
2022-03-27,08,"286,08"
2022-03-27,09,"286,82"
2022-03-27,10,"277,93"
2022-03-27,11,"261,77"
2022-03-27,12,"249,35"
2022-03-27,13,"241,99"
2022-03-27,14,"223,29"
2022-03-27,15,"232,67"
2022-03-27,16,"223,63"
2022-03-27,17,"224,86"
2022-03-27,18,"256,40"
2022-03-27,19,"283,13"
2022-03-27,20,"329,12"
2022-03-27,21,"355,56"
2022-03-27,22,"343,98"
2022-03-27,23,"331,06"
2022-03-27,24,"306,74"
2022-03-28,01,"282,96"
2022-03-28,02,"274,26"
2022-03-28,03,"269,73"
2022-03-28,04,"263,71"
2022-03-28,05,"263,16"
2022-03-28,06,"278,00"
2022-03-28,07,"306,80"
2022-03-28,08,"304,49"
2022-03-28,09,"334,77"
2022-03-28,10,"333,83"
2022-03-28,11,"396,31"
2022-03-28,12,"392,68"
2022-03-28,13,"388,44"
2022-03-28,14,"364,98"
2022-03-28,15,"293,70"
2022-03-28,16,"287,25"
2022-03-28,17,"287,20"
2022-03-28,18,"281,62"
2022-03-28,19,"396,77"
2022-03-28,20,"414,07"
2022-03-28,21,"454,03"
2022-03-28,22,"446,84"
2022-03-28,23,"346,58"
2022-03-28,24,"333,82"
2022-03-29,01,"304,49"
2022-03-29,02,"282,40"
2022-03-29,03,"276,49"
2022-03-29,04,"273,74"
2022-03-29,05,"277,25"
2022-03-29,06,"291,08"
2022-03-29,07,"326,39"
2022-03-29,08,"324,26"
2022-03-29,09,"366,77"
2022-03-29,10,"367,96"
2022-03-29,11,"430,41"
2022-03-29,12,"429,84"
2022-03-29,13,"428,44"
2022-03-29,14,"408,93"
2022-03-29,15,"329,94"
2022-03-29,16,"323,21"
2022-03-29,17,"318,76"
2022-03-29,18,"332,54"
2022-03-29,19,"402,17"
2022-03-29,20,"405,38"
2022-03-29,21,"419,21"
2022-03-29,22,"422,76"
2022-03-29,23,"338,83"
2022-03-29,24,"325,08"
2022-03-30,01,"334,68"
2022-03-30,02,"319,02"
2022-03-30,03,"309,03"
2022-03-30,04,"295,93"
2022-03-30,05,"299,89"
2022-03-30,06,"309,20"
2022-03-30,07,"324,72"
2022-03-30,08,"328,24"
2022-03-30,09,"371,47"
2022-03-30,10,"367,30"
2022-03-30,11,"422,21"
2022-03-30,12,"416,06"
2022-03-30,13,"412,39"
2022-03-30,14,"411,27"
2022-03-30,15,"339,43"
2022-03-30,16,"336,12"
2022-03-30,17,"327,61"
2022-03-30,18,"311,85"
2022-03-30,19,"390,06"
2022-03-30,20,"416,80"
2022-03-30,21,"436,35"
2022-03-30,22,"445,41"
2022-03-30,23,"356,15"
2022-03-30,24,"351,82"
2022-03-31,01,"346,53"
2022-03-31,02,"331,38"
2022-03-31,03,"330,63"
2022-03-31,04,"323,35"
2022-03-31,05,"317,10"
2022-03-31,06,"321,18"
2022-03-31,07,"326,83"
2022-03-31,08,"348,11"
2022-03-31,09,"382,16"
2022-03-31,10,"365,46"
2022-03-31,11,"391,25"
2022-03-31,12,"375,57"
2022-03-31,13,"341,65"
2022-03-31,14,"318,97"
2022-03-31,15,"261,85"
2022-03-31,16,"258,55"
