,Hora,Consumo,Método de obtención
13338,19,0.247,Real
13339,20,0.1,Real
13340,21,0.68,Real
13341,22,0.733,Real
13342,23,0.912,Real
13343,24,0.319,Real
13344,1,0.181,Real
13345,2,0.126,Real
13346,3,0.177,Real
13347,4,0.111,Real
13348,5,0.148,Real
13349,6,0.109,Real
13350,7,0.093,Real
13351,8,0.158,Real
13352,9,0.285,Real
13353,10,0.148,Real
13354,11,0.186,Real
13355,12,0.377,Real
13356,13,0.368,Real
13357,14,0.416,Real
13358,15,0.961,Real
13359,16,0.496,Real
13360,17,0.367,Real
13361,18,0.289,Real
13362,19,0.34,Real
13363,20,0.367,Real
13364,21,0.514,Real
13365,22,0.716,Real
13366,23,0.467,Real
13367,24,0.722,Real
13368,1,0.323,Real
13369,2,0.684,Real
13370,3,0.13,Real
13371,4,0.106,Real
13372,5,0.096,Real
13373,6,0.097,Real
13374,7,0.161,Real
13375,8,0.099,Real
13376,9,0.097,Real
13377,10,0.15,Real
13378,11,0.339,Real
13379,12,0.202,Real
13380,13,0.263,Real
13381,14,0.227,Real
13382,15,0.315,Real
13383,16,0.313,Real
13384,17,0.328,Real
13385,18,0.302,Real
13386,19,0.3,Real
13387,20,0.316,Real
13388,21,0.279,Real
13389,22,0.299,Real
13390,23,0.308,Real
13391,24,0.226,Real
13392,1,0.167,Real
13393,2,0.138,Real
13394,3,0.111,Real
13395,4,0.126,Real
13396,5,0.122,Real
13397,6,0.101,Real
13398,7,0.122,Real
13399,8,0.14,Real
13400,9,0.099,Real
13401,10,0.279,Real
13402,11,0.186,Real
13403,12,0.108,Real
13404,13,0.251,Real
13405,14,0.379,Real
13406,15,0.336,Real
13407,16,0.33,Real
13408,17,0.303,Real
13409,18,0.283,Real
13410,19,0.299,Real
13411,20,0.178,Real
13412,21,0.093,Real
13413,22,0.117,Real
13414,23,0.146,Real
13415,24,0.127,Real
13416,1,0.109,Real
13417,2,0.141,Real
13418,3,0.092,Real
13419,4,0.097,Real
13420,5,0.155,Real
13421,6,0.101,Real
13422,7,0.092,Real
13423,8,0.133,Real
13424,9,0.325,Real
13425,10,0.154,Real
13426,11,0.278,Real
13427,12,0.397,Real
13428,13,0.372,Real
13429,14,0.41,Real
13430,15,0.463,Real
13431,16,0.529,Real
13432,17,0.253,Real
13433,18,0.153,Real
13434,19,0.13,Real
13435,20,0.145,Real
13436,21,0.271,Real
13437,22,0.427,Real
13438,23,0.391,Real
13439,24,0.182,Real
13440,1,0.174,Real
13441,2,0.124,Real
13442,3,0.158,Real
13443,4,0.116,Real
13444,5,0.115,Real
13445,6,0.106,Real
13446,7,0.168,Real
13447,8,0.186,Real
13448,9,0.298,Real
13449,10,0.16,Real
13450,11,0.249,Real
13451,12,0.165,Real
13452,13,0.232,Real
13453,14,0.177,Real
13454,15,0.215,Real
13455,16,0.286,Real
13456,17,0.336,Real
13457,18,0.339,Real
13458,19,0.306,Real
13459,20,0.294,Real
13460,21,0.339,Real
13461,22,0.455,Real
13462,23,1.929,Real
13463,24,0.373,Real
13464,1,0.178,Real
13465,2,0.15,Real
13466,3,0.094,Real
13467,4,0.104,Real
13468,5,0.105,Real
13469,6,0.133,Real
13470,7,0.095,Real
13471,8,0.265,Real
13472,9,0.199,Real
13473,10,0.234,Real
13474,11,0.178,Real
13475,12,0.225,Real
13476,13,0.272,Real
13477,14,0.711,Real
13478,15,0.835,Real
13479,16,0.488,Real
13480,17,0.828,Real
13481,18,0.344,Real
13482,19,0.346,Real
13483,20,0.322,Real
13484,21,0.857,Real
13485,22,1.073,Real
13486,23,0.304,Real
13487,24,0.37,Real
13488,1,0.192,Real
13489,2,0.11,Real
13490,3,0.099,Real
13491,4,0.103,Real
13492,5,0.132,Real
13493,6,0.099,Real
13494,7,0.105,Real
13495,8,0.144,Real
13496,9,0.319,Real
13497,10,0.163,Real
13498,11,0.176,Real
13499,12,0.204,Real
13500,13,0.312,Real
13501,14,0.356,Real
13502,15,0.392,Real
13503,16,0.425,Real
13504,17,0.369,Real
13505,18,0.368,Real
13506,19,0.338,Real
13507,20,0.418,Real
13508,21,0.268,Real
13509,22,0.287,Real
13510,23,0.226,Real
13511,24,0.131,Real
13512,1,0.091,Real
13513,2,0.148,Real
13514,3,0.096,Real
13515,4,0.101,Real
13516,5,0.092,Real
13517,6,0.155,Real
13518,7,0.096,Real
13519,8,0.12,Real
13520,9,0.326,Real
13521,10,0.191,Real
13522,11,0.156,Real
13523,12,0.192,Real
13524,13,0.21,Real
13525,14,0.193,Real
13526,15,1.026,Real
13527,16,0.342,Real
13528,17,0.392,Real
13529,18,0.315,Real
13530,19,0.304,Real
13531,20,0.348,Real
13532,21,0.345,Real
13533,22,0.385,Real
13534,23,0.696,Real
13535,24,0.132,Real
13536,1,0.123,Real
13537,2,0.155,Real
13538,3,0.15,Real
13539,4,0.111,Real
13540,5,0.106,Real
13541,6,0.152,Real
13542,7,0.099,Real
13543,8,0.103,Real
13544,9,0.107,Real
13545,10,0.626,Real
13546,11,0.338,Real
13547,12,0.75,Real
13548,13,0.308,Real
13549,14,0.299,Real
13550,15,0.322,Real
13551,16,0.326,Real
13552,17,0.354,Real
13553,18,0.308,Real
13554,19,0.207,Real
13555,20,0.081,Real
13556,21,0.118,Real
13557,22,0.135,Real
13558,23,0.099,Real
13559,24,0.144,Real
13560,1,0.105,Real
13561,2,0.146,Real
13562,3,0.095,Real
13563,4,0.095,Real
13564,5,0.104,Real
13565,6,0.107,Real
13566,7,0.144,Real
13567,8,0.099,Real
13568,9,0.092,Real
13569,10,0.24,Real
13570,11,0.38,Real
13571,12,0.325,Real
13572,13,0.324,Real
13573,14,0.365,Real
13574,15,0.287,Real
13575,16,0.344,Real
13576,17,0.318,Real
13577,18,0.315,Real
13578,19,0.283,Real
13579,20,0.308,Real
13580,21,0.25,Real
13581,22,0.125,Real
13582,23,0.134,Real
13583,24,0.245,Real
13584,1,0.16,Real
13585,2,0.113,Real
13586,3,0.103,Real
13587,4,0.152,Real
13588,5,0.114,Real
13589,6,0.099,Real
13590,7,0.103,Real
13591,8,0.097,Real
13592,9,0.181,Real
13593,10,0.253,Real
13594,11,0.11,Real
13595,12,0.208,Real
13596,13,0.241,Real
13597,14,0.331,Real
13598,15,0.485,Real
13599,16,0.449,Real
13600,17,0.14,Real
13601,18,0.215,Real
13602,19,0.304,Real
13603,20,0.296,Real
13604,21,1.013,Real
13605,22,0.93,Real
13606,23,0.129,Real
13607,24,0.149,Real
13608,1,0.115,Real
13609,2,0.104,Real
13610,3,0.107,Real
13611,4,0.145,Real
13612,5,0.099,Real
13613,6,0.104,Real
13614,7,0.102,Real
13615,8,0.098,Real
13616,9,0.272,Real
13617,10,0.214,Real
13618,11,0.281,Real
13619,12,0.197,Real
13620,13,0.221,Real
13621,14,0.192,Real
13622,15,0.206,Real
13623,16,0.21,Real
13624,17,0.346,Real
13625,18,0.313,Real
13626,19,0.423,Real
13627,20,0.454,Real
13628,21,0.441,Real
13629,22,0.864,Real
13630,23,0.307,Real
13631,24,0.145,Real
13632,1,0.116,Real
13633,2,0.157,Real
13634,3,0.11,Real
13635,4,0.103,Real
13636,5,0.092,Real
13637,6,0.119,Real
13638,7,0.115,Real
13639,8,0.13,Real
13640,9,0.139,Real
13641,10,0.244,Real
13642,11,0.132,Real
13643,12,0.631,Real
13644,13,0.382,Real
13645,14,0.742,Real
13646,15,0.849,Real
13647,16,0.49,Real
13648,17,0.378,Real
13649,18,0.316,Real
13650,19,0.392,Real
13651,20,0.447,Real
13652,21,0.372,Real
13653,22,0.484,Real
13654,23,0.308,Real
13655,24,0.18,Real
13656,1,0.106,Real
13657,2,0.089,Real
13658,3,0.092,Real
13659,4,0.161,Real
13660,5,0.166,Real
13661,6,0.097,Real
13662,7,0.107,Real
13663,8,0.164,Real
13664,9,0.088,Real
13665,10,0.32,Real
13666,11,0.177,Real
13667,12,0.272,Real
13668,13,0.326,Real
13669,14,0.974,Real
13670,15,0.452,Real
13671,16,0.435,Real
13672,17,0.425,Real
13673,18,0.333,Real
13674,19,0.271,Real
13675,20,0.286,Real
13676,21,0.337,Real
13677,22,0.242,Real
13678,23,0.756,Real
13679,24,0.518,Real
13680,1,0.15,Real
13681,2,0.604,Real
13682,3,0.105,Real
13683,4,0.097,Real
13684,5,0.102,Real
13685,6,0.164,Real
13686,7,0.091,Real
13687,8,0.294,Real
13688,9,0.262,Real
13689,10,0.47,Real
13690,11,0.407,Real
13691,12,0.542,Real
13692,13,0.48,Real
13693,14,0.875,Real
13694,15,0.612,Real
13695,16,0.461,Real
13696,17,0.488,Real
13697,18,0.513,Real
13698,19,0.384,Real
13699,20,0.272,Real
13700,21,0.329,Real
13701,22,0.266,Real
13702,23,0.377,Real
13703,24,0.716,Real
13704,1,0.334,Real
13705,2,0.29,Real
13706,3,0.178,Real
13707,4,0.131,Real
13708,5,0.122,Real
13709,6,0.134,Real
13710,7,0.124,Real
13711,8,0.15,Real
13712,9,0.094,Real
13713,10,0.334,Real
13714,11,0.272,Real
13715,12,0.155,Real
13716,13,0.232,Real
13717,14,0.323,Real
13718,15,0.446,Real
13719,16,0.429,Real
13720,17,0.494,Real
13721,18,0.337,Real
13722,19,0.355,Real
13723,20,0.315,Real
13724,21,0.413,Real
13725,22,1.306,Real
13726,23,0.263,Real
13727,24,0.29,Real
13728,1,0.608,Real
13729,2,0.571,Real
13730,3,0.431,Real
13731,4,0.182,Real
13732,5,0.117,Real
13733,6,0.12,Real
13734,7,0.14,Real
13735,8,0.107,Real
13736,9,0.148,Real
13737,10,0.283,Real
13738,11,0.183,Real
13739,12,0.216,Real
13740,13,0.211,Real
13741,14,0.241,Real
13742,15,0.32,Real
13743,16,0.263,Real
13744,17,0.329,Real
13745,18,0.313,Real
13746,19,0.269,Real
13747,20,0.313,Real
13748,21,0.288,Real
13749,22,0.269,Real
13750,23,0.518,Real
13751,24,0.119,Real
13752,1,0.105,Real
13753,2,0.134,Real
13754,3,0.106,Real
13755,4,0.11,Real
13756,5,0.135,Real
13757,6,0.101,Real
13758,7,0.118,Real
13759,8,0.342,Real
13760,9,0.256,Real
13761,10,0.216,Real
13762,11,0.192,Real
13763,12,0.324,Real
13764,13,0.435,Real
13765,14,0.394,Real
13766,15,0.405,Real
13767,16,0.73,Real
13768,17,0.399,Real
13769,18,0.88,Real
13770,19,0.285,Real
13771,20,0.322,Real
13772,21,0.452,Real
13773,22,1.245,Real
13774,23,0.235,Real
13775,24,0.167,Real
13776,1,0.118,Real
13777,2,0.111,Real
13778,3,0.144,Real
13779,4,0.102,Real
13780,5,0.139,Real
13781,6,0.129,Real
13782,7,0.099,Real
13783,8,0.298,Real
13784,9,0.181,Real
13785,10,0.199,Real
13786,11,0.324,Real
13787,12,0.361,Real
13788,13,0.475,Real
13789,14,0.43,Real
13790,15,0.402,Real
13791,16,0.347,Real
13792,17,0.386,Real
13793,18,0.353,Real
13794,19,0.321,Real
13795,20,0.406,Real
13796,21,1.336,Real
13797,22,0.227,Real
13798,23,0.139,Real
13799,24,0.144,Real
13800,1,0.104,Real
13801,2,0.147,Real
13802,3,0.107,Real
13803,4,0.093,Real
13804,5,0.149,Real
13805,6,0.115,Real
13806,7,0.106,Real
13807,8,0.3,Real
13808,9,0.198,Real
13809,10,0.223,Real
13810,11,0.211,Real
13811,12,0.346,Real
13812,13,0.392,Real
13813,14,0.505,Real
13814,15,0.52,Real
13815,16,0.443,Real
13816,17,0.344,Real
13817,18,0.342,Real
13818,19,0.281,Real
13819,20,0.273,Real
13820,21,0.333,Real
13821,22,0.277,Real
13822,23,0.254,Real
13823,24,0.162,Real
13824,1,0.127,Real
13825,2,0.111,Real
13826,3,0.161,Real
13827,4,0.103,Real
13828,5,0.095,Real
13829,6,0.156,Real
13830,7,0.102,Real
13831,8,0.287,Real
13832,9,0.208,Real
13833,10,0.195,Real
13834,11,0.384,Real
13835,12,0.395,Real
13836,13,0.355,Real
13837,14,0.689,Real
13838,15,0.766,Real
13839,16,0.383,Real
13840,17,0.725,Real
13841,18,0.497,Real
13842,19,0.839,Real
13843,20,0.377,Real
13844,21,0.471,Real
13845,22,0.321,Real
13846,23,0.309,Real
13847,24,0.325,Real
13848,1,0.174,Real
13849,2,0.116,Real
13850,3,0.158,Real
13851,4,0.11,Real
13852,5,0.139,Real
13853,6,0.123,Real
13854,7,0.1,Real
13855,8,0.313,Real
13856,9,0.189,Real
13857,10,0.321,Real
13858,11,0.477,Real
13859,12,0.504,Real
13860,13,0.464,Real
13861,14,0.429,Real
13862,15,0.844,Real
13863,16,0.434,Real
13864,17,0.517,Real
13865,18,0.515,Real
13866,19,0.46,Real
13867,20,0.414,Real
13868,21,0.519,Real
13869,22,0.994,Real
13870,23,0.115,Real
13871,24,0.159,Real
13872,1,0.131,Real
13873,2,0.106,Real
13874,3,0.197,Real
13875,4,0.119,Real
13876,5,0.147,Real
13877,6,0.12,Real
13878,7,0.097,Real
13879,8,0.142,Real
13880,9,0.122,Real
13881,10,0.308,Real
13882,11,0.292,Real
13883,12,0.236,Real
13884,13,0.229,Real
13885,14,0.662,Real
13886,15,0.324,Real
13887,16,0.722,Real
13888,17,0.34,Real
13889,18,0.28,Real
13890,19,0.28,Real
13891,20,0.301,Real
13892,21,0.105,Real
13893,22,0.13,Real
13894,23,0.113,Real
13895,24,0.15,Real
13896,1,0.32,Real
13897,2,0.247,Real
13898,3,0.142,Real
13899,4,0.117,Real
13900,5,0.1,Real
13901,6,0.158,Real
13902,7,0.098,Real
13903,8,0.095,Real
13904,9,0.153,Real
13905,10,0.271,Real
13906,11,0.175,Real
13907,12,0.22,Real
13908,13,0.342,Real
13909,14,0.28,Real
13910,15,0.348,Real
13911,16,0.353,Real
13912,17,0.277,Real
13913,18,0.272,Real
13914,19,0.311,Real
13915,20,0.267,Real
13916,21,0.103,Real
13917,22,0.135,Real
13918,23,0.096,Real
13919,24,0.13,Real
13920,1,0.154,Real
13921,2,0.089,Real
13922,3,0.096,Real
13923,4,0.148,Real
13924,5,0.103,Real
13925,6,0.094,Real
13926,7,0.129,Real
13927,8,0.251,Real
13928,9,0.178,Real
13929,10,0.2,Real
13930,11,0.251,Real
13931,12,0.21,Real
13932,13,0.34,Real
13933,14,0.398,Real
13934,15,0.395,Real
13935,16,0.353,Real
13936,17,0.352,Real
13937,18,0.412,Real
13938,19,0.408,Real
13939,20,0.424,Real
13940,21,0.417,Real
13941,22,0.47,Real
13942,23,0.366,Real
13943,24,0.146,Real
13944,1,0.105,Real
13945,2,0.15,Real
13946,3,0.101,Real
13947,4,0.09,Real
13948,5,0.103,Real
13949,6,0.147,Real
13950,7,0.103,Real
13951,8,0.245,Real
13952,9,0.188,Real
13953,10,0.197,Real
13954,11,0.235,Real
13955,12,0.247,Real
13956,13,0.228,Real
13957,14,0.608,Real
13958,15,0.266,Real
13959,16,0.29,Real
13960,17,0.361,Real
13961,18,0.351,Real
13962,19,0.368,Real
13963,20,0.453,Real
13964,21,0.757,Real
13965,22,0.72,Real
13966,23,0.164,Real
13967,24,0.11,Real
13968,1,0.09,Real
13969,2,0.101,Real
13970,3,0.179,Real
13971,4,0.137,Real
13972,5,0.099,Real
13973,6,0.1,Real
13974,7,0.09,Real
13975,8,0.101,Real
13976,9,0.378,Real
13977,10,0.242,Real
13978,11,0.779,Real
13979,12,0.664,Real
13980,13,0.629,Real
13981,14,0.739,Real
13982,15,0.696,Real
13983,16,0.46,Real
13984,17,0.406,Real
13985,18,0.416,Real
13986,19,0.405,Real
13987,20,0.563,Real
13988,21,0.463,Real
13989,22,0.573,Real
13990,23,0.19,Real
13991,24,0.101,Real
13992,1,0.099,Real
13993,2,0.102,Real
13994,3,0.142,Real
13995,4,0.105,Real
13996,5,0.082,Real
13997,6,0.101,Real
13998,7,0.099,Real
13999,8,0.329,Real
14000,9,0.189,Real
14001,10,0.2,Real
14002,11,0.193,Real
14003,12,0.231,Real
14004,13,0.293,Real
14005,14,0.51,Real
14006,15,0.373,Real
14007,16,0.389,Real
14008,17,0.382,Real
14009,18,0.381,Real
14010,19,0.386,Real
14011,20,0.448,Real
14012,21,0.455,Real
14013,22,1.049,Real
14014,23,0.535,Real
14015,24,0.138,Real
14016,1,0.618,Real
14017,2,0.133,Real
14018,3,0.095,Real
14019,4,0.096,Real
14020,5,0.104,Real
14021,6,0.108,Real
14022,7,0.119,Real
14023,8,0.102,Real
14024,9,0.344,Real
14025,10,0.181,Real
14026,11,0.212,Real
14027,12,0.307,Real
14028,13,0.344,Real
14029,14,0.435,Real
14030,15,1.097,Real
14031,16,0.419,Real
14032,17,0.377,Real
14033,18,0.416,Real
14034,19,0.329,Real
14035,20,0.319,Real
14036,21,0.38,Real
14037,22,0.331,Real
14038,23,0.989,Real
14039,24,0.179,Real
14040,1,0.3,Real
14041,2,0.311,Real
14042,3,0.41,Real
14043,4,0.318,Real
14044,5,0.097,Real
14045,6,0.092,Real
14046,7,0.098,Real
14047,8,0.102,Real
14048,9,0.145,Real
14049,10,0.119,Real
14050,11,0.292,Real
14051,12,0.453,Real
14052,13,0.19,Real
14053,14,0.201,Real
14054,15,0.312,Real
14055,16,0.321,Real
14056,17,0.334,Real
14057,18,0.304,Real
14058,19,0.303,Real
14059,20,0.297,Real
14060,21,0.315,Real
14061,22,0.261,Real
14062,23,0.111,Real
14063,24,0.189,Real
14064,1,0.351,Real
14065,2,0.331,Real
14066,3,0.108,Real
14067,4,0.106,Real
14068,5,0.135,Real
14069,6,0.102,Real
14070,7,0.099,Real
14071,8,0.099,Real
14072,9,0.128,Real
14073,10,0.331,Real
14074,11,0.224,Real
14075,12,0.237,Real
14076,13,0.296,Real
14077,14,0.363,Real
14078,15,0.301,Real
14079,16,0.319,Real
14080,17,0.283,Real
14081,18,0.316,Real
14082,19,0.291,Real
14083,20,0.311,Real
14084,21,0.2,Real
14085,22,0.099,Real
14086,23,0.145,Real
14087,24,0.104,Real
14088,1,0.094,Real
14089,2,0.136,Real
14090,3,0.102,Real
14091,4,0.103,Real
14092,5,0.097,Real
14093,6,0.1,Real
14094,7,0.093,Real
14095,8,0.283,Real
14096,9,0.163,Real
14097,10,0.263,Real
14098,11,0.336,Real
14099,12,0.506,Real
14100,13,0.488,Real
14101,14,0.556,Real
14102,15,0.434,Real
14103,16,0.378,Real
14104,17,0.397,Real
14105,18,0.417,Real
14106,19,0.39,Real
14107,20,0.417,Real
14108,21,0.472,Real
14109,22,0.545,Real
14110,23,0.588,Real
14111,24,0.16,Real
14112,1,0.563,Real
14113,2,0.104,Real
14114,3,0.101,Real
14115,4,0.104,Real
14116,5,0.139,Real
14117,6,0.098,Real
14118,7,0.095,Real
14119,8,0.304,Real
14120,9,0.172,Real
14121,10,0.19,Real
14122,11,0.182,Real
14123,12,0.229,Real
14124,13,0.194,Real
14125,14,0.422,Real
14126,15,0.61,Real
14127,16,0.414,Real
14128,17,0.38,Real
14129,18,0.371,Real
14130,19,0.337,Real
14131,20,0.295,Real
14132,21,0.328,Real
14133,22,1.123,Real
14134,23,0.291,Real
14135,24,0.14,Real
14136,1,0.183,Real
14137,2,0.114,Real
14138,3,0.12,Real
14139,4,0.113,Real
14140,5,0.119,Real
14141,6,0.112,Real
14142,7,0.118,Real
14143,8,0.332,Real
14144,9,0.196,Real
14145,10,0.251,Real
14146,11,0.353,Real
14147,12,0.232,Real
14148,13,0.371,Real
14149,14,1.144,Real
14150,15,0.604,Real
14151,16,0.495,Real
14152,17,0.504,Real
14153,18,0.331,Real
14154,19,0.304,Real
14155,20,0.321,Real
14156,21,0.354,Real
14157,22,0.255,Real
14158,23,0.124,Real
14159,24,0.118,Real
14160,1,0.097,Real
14161,2,0.106,Real
14162,3,0.096,Real
14163,4,0.098,Real
14164,5,0.126,Real
14165,6,0.184,Real
14166,7,0.128,Real
14167,8,0.282,Real
14168,9,0.191,Real
14169,10,0.176,Real
14170,11,0.282,Real
14171,12,0.411,Real
14172,13,0.374,Real
14173,14,0.524,Real
14174,15,0.438,Real
14175,16,0.391,Real
14176,17,0.414,Real
14177,18,0.498,Real
14178,19,0.479,Real
14179,20,0.436,Real
14180,21,0.874,Real
14181,22,0.899,Real
14182,23,0.651,Real
14183,24,0.724,Real
14184,1,0.339,Real
14185,2,0.102,Real
14186,3,0.1,Real
14187,4,0.094,Real
14188,5,0.098,Real
14189,6,0.125,Real
14190,7,0.124,Real
14191,8,0.352,Real
14192,9,0.304,Real
14193,10,0.32,Real
14194,11,0.309,Real
14195,12,0.339,Real
14196,13,0.298,Real
14197,14,0.345,Real
14198,15,0.325,Real
14199,16,0.285,Real
14200,17,0.31,Real
14201,18,0.295,Real
14202,19,0.316,Real
14203,20,0.286,Real
14204,21,0.162,Real
14205,22,0.187,Real
14206,23,0.214,Real
14207,24,0.297,Real
14208,1,0.325,Real
14209,2,0.354,Real
14210,3,0.16,Real
14211,4,0.11,Real
14212,5,0.114,Real
14213,6,0.098,Real
14214,7,0.143,Real
14215,8,0.095,Real
14216,9,0.098,Real
14217,10,0.309,Real
14218,11,0.319,Real
14219,12,0.23,Real
14220,13,0.225,Real
14221,14,0.195,Real
14222,15,0.296,Real
14223,16,0.304,Real
14224,17,0.298,Real
14225,18,0.305,Real
14226,19,0.284,Real
14227,20,0.31,Real
14228,21,0.315,Real
14229,22,0.306,Real
14230,23,0.081,Real
14231,24,0.119,Real
14232,1,0.138,Real
14233,2,0.119,Real
14234,3,0.095,Real
14235,4,0.149,Real
14236,5,0.098,Real
14237,6,0.093,Real
14238,7,0.095,Real
14239,8,0.1,Real
14240,9,0.102,Real
14241,10,0.149,Real
14242,11,0.343,Real
14243,12,0.285,Real
14244,13,0.184,Real
14245,14,0.307,Real
14246,15,0.318,Real
14247,16,0.328,Real
14248,17,0.316,Real
14249,18,0.305,Real
14250,19,0.309,Real
14251,20,0.29,Real
14252,21,0.312,Real
14253,22,0.134,Real
14254,23,0.198,Real
14255,24,0.124,Real
14256,1,0.101,Real
14257,2,0.098,Real
14258,3,0.092,Real
14259,4,0.116,Real
14260,5,0.137,Real
14261,6,0.096,Real
14262,7,0.096,Real
14263,8,0.288,Real
14264,9,0.116,Real
14265,10,0.246,Real
14266,11,0.243,Real
14267,12,0.259,Real
14268,13,0.238,Real
14269,14,0.312,Real
14270,15,0.237,Real
14271,16,0.247,Real
14272,17,0.373,Real
14273,18,0.383,Real
14274,19,0.372,Real
14275,20,0.495,Real
14276,21,0.461,Real
14277,22,2.042,Real
14278,23,0.155,Real
14279,24,0.123,Real
14280,1,0.103,Real
14281,2,0.107,Real
14282,3,0.108,Real
14283,4,0.108,Real
14284,5,0.102,Real
14285,6,0.174,Real
14286,7,0.117,Real
14287,8,0.132,Real
14288,9,0.32,Real
14289,10,0.208,Real
14290,11,0.199,Real
14291,12,0.199,Real
14292,13,0.205,Real
14293,14,0.335,Real
14294,15,0.173,Real
14295,16,0.2,Real
14296,17,0.564,Real
14297,18,0.23,Real
14298,19,0.84,Real
14299,20,0.323,Real
14300,21,0.324,Real
14301,22,0.392,Real
14302,23,0.179,Real
14303,24,0.123,Real
14304,1,0.1,Real
14305,2,0.093,Real
14306,3,0.103,Real
14307,4,0.149,Real
14308,5,0.115,Real
14309,6,0.114,Real
14310,7,0.143,Real
14311,8,0.291,Real
14312,9,0.122,Real
14313,10,0.202,Real
14314,11,0.179,Real
14315,12,0.174,Real
14316,13,0.242,Real
14317,14,0.983,Real
14318,15,0.61,Real
14319,16,0.42,Real
14320,17,0.374,Real
14321,18,0.391,Real
14322,19,0.39,Real
14323,20,0.352,Real
14324,21,0.388,Real
14325,22,0.465,Real
14326,23,0.303,Real
14327,24,0.173,Real
14328,1,0.102,Real
14329,2,0.106,Real
14330,3,0.09,Real
14331,4,0.107,Real
14332,5,0.094,Real
14333,6,0.115,Real
14334,7,0.085,Real
14335,8,0.148,Real
14336,9,0.34,Real
14337,10,0.222,Real
14338,11,0.264,Real
14339,12,0.347,Real
14340,13,0.57,Real
14341,14,0.416,Real
14342,15,0.236,Real
14343,16,0.224,Real
14344,17,0.161,Real
14345,18,0.174,Real
14346,19,0.441,Real
14347,20,0.44,Real
14348,21,0.498,Real
14349,22,1.001,Real
14350,23,0.133,Real
14351,24,0.112,Real
14352,1,0.098,Real
14353,2,0.093,Real
14354,3,0.145,Real
14355,4,0.135,Real
14356,5,0.13,Real
14357,6,0.119,Real
14358,7,0.201,Real
14359,8,0.185,Real
14360,9,0.181,Real
14361,10,0.228,Real
14362,11,0.357,Real
14363,12,0.367,Real
14364,13,0.344,Real
14365,14,0.425,Real
14366,15,0.747,Real
14367,16,0.412,Real
14368,17,0.823,Real
14369,18,0.429,Real
14370,19,0.372,Real
14371,20,0.353,Real
14372,21,0.381,Real
14373,22,0.294,Real
14374,23,0.188,Real
14375,24,0.163,Real
14376,1,0.112,Real
14377,2,0.1,Real
14378,3,0.153,Real
14379,4,0.098,Real
14380,5,0.105,Real
14381,6,0.099,Real
14382,7,0.099,Real
14383,8,0.104,Real
14384,9,0.109,Real
14385,10,0.352,Real
14386,11,0.223,Real
14387,12,0.145,Real
14388,13,0.143,Real
14389,14,0.198,Real
14390,15,0.298,Real
14391,16,0.327,Real
14392,17,0.32,Real
14393,18,0.287,Real
14394,19,0.294,Real
14395,20,0.281,Real
14396,21,0.28,Real
14397,22,0.229,Real
14398,23,0.108,Real
14399,24,0.131,Real
14400,1,0.119,Real
14401,4,0.098,Real
14402,5,0.099,Real
14403,6,0.099,Real
14404,7,0.099,Real
14405,8,0.131,Real
14406,9,0.112,Real
14407,10,0.246,Real
14408,11,0.257,Real
14409,12,0.239,Real
14410,13,0.276,Real
14411,14,0.173,Real
14412,15,0.301,Real
14413,16,0.304,Real
14414,17,0.296,Real
14415,18,0.273,Real
14416,19,0.286,Real
14417,20,0.283,Real
14418,21,0.286,Real
14419,22,0.271,Real
14420,23,1.03,Real
14421,24,0.134,Real
14422,1,0.106,Real
14423,2,0.089,Real
14424,3,0.099,Real
14425,4,0.103,Real
14426,5,0.094,Real
14427,6,0.108,Real
14428,7,0.133,Real
14429,8,0.275,Real
14430,9,0.2,Real
14431,10,0.189,Real
14432,11,0.739,Real
14433,12,0.319,Real
14434,13,0.488,Real
14435,14,0.247,Real
14436,15,0.282,Real
14437,16,0.284,Real
14438,17,0.292,Real
14439,18,0.3,Real
14440,19,0.344,Real
14441,20,0.351,Real
14442,21,0.349,Real
14443,22,0.3,Real
14444,23,0.303,Real
14445,24,0.497,Real
14446,1,0.139,Real
14447,2,0.57,Real
14448,3,0.113,Real
14449,4,0.107,Real
14450,5,0.154,Real
14451,6,0.145,Real
14452,7,0.108,Real
14453,8,0.112,Real
14454,9,0.114,Real
14455,10,0.1,Real
14456,11,0.282,Real
14457,12,0.268,Real
14458,13,0.408,Real
14459,14,1.197,Real
14460,15,0.436,Real
14461,16,0.457,Real
14462,17,0.383,Real
14463,18,0.294,Real
14464,19,0.32,Real
14465,20,0.31,Real
14466,21,0.344,Real
14467,22,1.714,Real
14468,23,1.134,Real
14469,24,0.293,Real
14470,1,0.127,Real
14471,2,0.132,Real
14472,3,0.115,Real
14473,4,0.111,Real
14474,5,0.102,Real
14475,6,0.162,Real
14476,7,0.137,Real
14477,8,0.126,Real
14478,9,0.297,Real
14479,10,0.18,Real
14480,11,0.202,Real
14481,12,0.387,Real
14482,13,0.375,Real
14483,14,0.448,Real
14484,15,0.469,Real
14485,16,0.52,Real
14486,17,0.41,Real
14487,18,0.312,Real
14488,19,0.321,Real
14489,20,0.302,Real
14490,21,0.378,Real
14491,22,0.527,Real
14492,23,0.281,Real
14493,24,0.134,Real
14494,1,0.107,Real
14495,2,0.098,Real
14496,3,0.107,Real
14497,4,0.101,Real
14498,5,0.105,Real
14499,6,0.097,Real
14500,7,0.096,Real
14501,8,0.267,Real
14502,9,0.11,Real
