,Hora,Consumo,Método de obtención
3416,8,0.096,Real
3417,9,0.187,Real
3418,10,0.152,Real
3419,11,0.226,Real
3420,12,0.288,Real
3421,13,0.22,Real
3422,14,0.219,Real
3423,15,0.233,Real
3424,16,0.353,Real
3425,17,0.207,Real
3426,18,0.279,Real
3427,19,0.244,Real
3428,20,0.394,Real
3429,21,0.529,Real
3430,22,0.605,Real
3431,23,0.994,Real
3432,24,0.678,Real
3433,1,0.611,Real
3434,2,0.635,Real
3435,3,0.415,Real
3436,4,0.119,Real
3437,5,0.094,Real
3438,6,0.108,Real
3439,7,0.096,Real
3440,8,0.162,Real
3441,9,0.118,Real
3442,10,0.11,Real
3443,11,0.146,Real
3444,12,0.159,Real
3445,13,0.283,Real
3446,14,0.252,Real
3447,15,0.23,Real
3448,16,0.508,Real
3449,17,0.32,Real
3450,18,0.191,Real
3451,19,0.102,Real
3452,20,0.102,Real
3453,21,0.106,Real
3454,22,0.099,Real
3455,23,0.109,Real
3456,24,0.094,Real
3457,1,0.11,Real
3458,2,0.098,Real
3459,3,0.106,Real
3460,4,0.092,Real
3461,5,0.114,Real
3462,6,0.09,Real
3463,7,0.115,Real
3464,8,0.091,Real
3465,9,0.113,Real
3466,10,0.102,Real
3467,11,0.099,Real
3468,12,0.105,Real
3469,13,0.102,Real
3470,14,0.102,Real
3471,15,0.104,Real
3472,16,0.102,Real
3473,17,0.102,Real
3474,18,0.105,Real
3475,19,0.17,Real
3476,20,0.112,Real
3477,21,0.096,Real
3478,22,0.106,Real
3479,23,0.112,Real
3480,24,0.099,Real
3481,1,0.104,Real
3482,2,0.103,Real
3483,3,0.106,Real
3484,4,0.1,Real
3485,5,0.106,Real
3486,6,0.111,Real
3487,7,0.101,Real
3488,8,0.104,Real
3489,9,0.1,Real
3490,10,0.114,Real
3491,11,0.094,Real
3492,12,0.115,Real
3493,13,0.107,Real
3494,14,0.1,Real
3495,15,0.104,Real
3496,16,0.099,Real
3497,17,0.119,Real
3498,18,0.097,Real
3499,19,0.104,Real
3500,20,0.188,Real
3501,21,0.342,Real
3502,22,0.308,Real
3503,23,0.232,Real
3504,24,0.651,Real
3505,1,0.255,Real
3506,2,0.627,Real
3507,3,0.105,Real
3508,4,0.106,Real
3509,5,0.115,Real
3510,6,0.126,Real
3511,7,0.093,Real
3512,8,0.105,Real
3513,9,0.14,Real
3514,10,0.15,Real
3515,11,0.116,Real
3516,12,0.116,Real
3517,13,0.106,Real
3518,14,0.128,Real
3519,15,0.105,Real
3520,16,0.098,Real
3521,17,0.149,Real
3522,18,0.095,Real
3523,19,0.1,Real
3524,20,0.1,Real
3525,21,0.094,Real
3526,22,0.152,Real
3527,23,0.103,Real
3528,24,0.104,Real
3529,1,0.087,Real
3530,2,0.104,Real
3531,3,0.111,Real
3532,4,0.141,Real
3533,5,0.106,Real
3534,6,0.093,Real
3535,7,0.101,Real
3536,8,0.096,Real
3537,9,0.125,Real
3538,10,0.12,Real
3539,11,0.106,Real
3540,12,0.092,Real
3541,13,0.12,Real
3542,14,0.25,Real
3543,15,0.102,Real
3544,16,0.099,Real
3545,17,0.102,Real
3546,18,0.096,Real
3547,19,0.104,Real
3548,20,0.093,Real
3549,21,0.107,Real
3550,22,0.093,Real
3551,23,0.113,Real
3552,24,0.097,Real
3553,1,0.165,Real
3554,2,0.116,Real
3555,3,0.103,Real
3556,4,0.106,Real
3557,5,0.094,Real
3558,6,0.106,Real
3559,7,0.106,Real
3560,8,0.104,Real
3561,9,0.099,Real
3562,10,0.107,Real
3563,11,0.101,Real
3564,12,0.104,Real
3565,13,0.102,Real
3566,14,0.113,Real
3567,15,0.092,Real
3568,16,0.112,Real
3569,17,0.094,Real
3570,18,0.106,Real
3571,19,0.103,Real
3572,20,0.102,Real
3573,21,0.1,Real
3574,22,0.109,Real
3575,23,0.103,Real
3576,24,0.096,Real
3577,1,0.117,Real
3578,2,0.099,Real
3579,3,0.107,Real
3580,4,0.092,Real
3581,5,0.114,Real
3582,6,0.092,Real
3583,7,0.115,Real
3584,8,0.09,Real
3585,9,0.117,Real
3586,10,0.104,Real
3587,11,0.107,Real
3588,12,0.101,Real
3589,13,0.122,Real
3590,14,0.133,Real
3591,15,0.096,Real
3592,16,0.101,Real
3593,17,0.112,Real
3594,18,0.094,Real
3595,19,0.11,Real
3596,20,0.107,Real
3597,21,0.101,Real
3598,22,0.104,Real
3599,23,0.099,Real
3600,24,0.11,Real
3601,1,0.098,Real
3602,2,0.108,Real
3603,3,0.11,Real
3604,4,0.106,Real
3605,5,0.098,Real
3606,6,0.103,Real
3607,7,0.137,Real
3608,8,0.138,Real
3609,9,0.111,Real
3610,10,0.116,Real
3611,11,0.094,Real
3612,12,0.115,Real
3613,13,0.105,Real
3614,14,0.103,Real
3615,15,0.105,Real
3616,16,0.102,Real
3617,17,0.107,Real
3618,18,0.109,Real
3619,19,0.098,Real
3620,20,0.11,Real
3621,21,0.103,Real
3622,22,0.104,Real
3623,23,0.107,Real
3624,24,0.104,Real
3625,1,0.104,Real
3626,2,0.112,Real
3627,3,0.1,Real
3628,4,0.107,Real
3629,5,0.105,Real
3630,6,0.11,Real
3631,7,0.097,Real
3632,8,0.113,Real
3633,9,0.099,Real
3634,10,0.11,Real
3635,11,0.102,Real
3636,12,0.106,Real
3637,13,0.104,Real
3638,14,0.115,Real
3639,15,0.103,Real
3640,16,0.106,Real
3641,17,0.104,Real
3642,18,0.114,Real
3643,19,0.095,Real
3644,20,0.118,Real
3645,21,0.093,Real
3646,22,0.105,Real
3647,23,0.111,Real
3648,24,0.103,Real
3649,1,0.102,Real
3650,2,0.107,Real
3651,3,0.102,Real
3652,4,0.11,Real
3653,5,0.102,Real
3654,6,0.112,Real
3655,7,0.101,Real
3656,8,0.112,Real
3657,9,0.1,Real
3658,10,0.107,Real
3659,11,0.104,Real
3660,12,0.102,Real
3661,13,0.116,Real
3662,14,0.146,Real
3663,15,0.127,Real
3664,16,0.115,Real
3665,17,0.101,Real
3666,18,0.118,Real
3667,19,0.1,Real
3668,20,0.108,Real
3669,21,0.096,Real
3670,22,0.107,Real
3671,23,0.134,Real
3672,24,0.306,Real
3673,1,0.243,Real
3674,2,0.109,Real
3675,3,0.162,Real
3676,4,0.096,Real
3677,5,0.108,Real
3678,6,0.093,Real
3679,7,0.154,Real
3680,8,0.096,Real
3681,9,0.185,Real
3682,10,0.155,Real
3683,11,0.306,Real
3684,12,0.213,Real
3685,13,0.216,Real
3686,14,0.229,Real
3687,15,0.482,Real
3688,16,0.23,Real
3689,17,0.217,Real
3690,18,0.266,Real
3691,19,0.257,Real
3692,20,0.297,Real
3693,21,0.105,Real
3694,22,0.099,Real
3695,23,0.19,Real
3696,24,1.134,Real
3697,1,0.141,Real
3698,2,0.127,Real
3699,3,0.112,Real
3700,4,0.11,Real
3701,5,0.148,Real
3702,6,0.107,Real
3703,7,0.099,Real
3704,8,0.108,Real
3705,9,0.192,Real
3706,10,0.155,Real
3707,11,0.254,Real
3708,12,0.291,Real
3709,13,0.217,Real
3710,14,0.218,Real
3711,15,0.262,Real
3712,16,0.204,Real
3713,17,0.247,Real
3714,18,0.307,Real
3715,19,0.181,Real
3716,20,0.22,Real
3717,21,0.179,Real
3718,22,0.206,Real
3719,23,0.929,Real
3720,24,1.086,Real
3721,1,0.655,Real
3722,2,0.344,Real
3723,3,0.11,Real
3724,4,0.153,Real
3725,5,0.096,Real
3726,6,0.117,Real
3727,7,0.091,Real
3728,8,0.151,Real
3729,9,0.296,Real
3730,10,0.169,Real
3731,11,0.226,Real
3732,12,0.284,Real
3733,13,0.229,Real
3734,14,0.247,Real
3735,15,0.252,Real
3736,16,0.28,Real
3737,17,0.436,Real
3738,18,0.413,Real
3739,19,0.381,Real
3740,20,0.155,Real
3741,21,0.127,Real
3742,22,0.103,Real
3743,23,0.103,Real
3744,24,0.133,Real
3745,1,0.135,Real
3746,2,0.459,Real
3747,3,0.143,Real
3748,4,0.67,Real
3749,5,0.122,Real
3750,6,0.107,Real
3751,7,0.165,Real
3752,8,0.133,Real
3753,9,0.149,Real
3754,10,0.185,Real
3755,11,0.097,Real
3756,12,0.126,Real
3757,13,0.121,Real
3758,14,0.099,Real
3759,15,0.094,Real
3760,16,0.123,Real
3761,17,0.142,Real
3762,18,0.195,Real
3763,19,0.092,Real
3764,20,0.105,Real
3765,21,0.151,Real
3766,22,0.091,Real
3767,23,0.227,Real
3768,24,0.244,Real
3769,1,0.213,Real
3770,2,0.141,Real
3771,3,0.124,Real
3772,4,0.104,Real
3773,5,0.11,Real
3774,6,0.139,Real
3775,7,0.1,Real
3776,8,0.103,Real
3777,9,0.149,Real
3778,10,0.21,Real
3779,11,0.221,Real
3780,12,0.205,Real
3781,13,0.268,Real
3782,14,0.746,Real
3783,15,1.024,Real
3784,16,0.199,Real
3785,17,0.247,Real
3786,18,0.334,Real
3787,19,0.228,Real
3788,20,0.939,Real
3789,21,0.241,Real
3790,22,0.22,Real
3791,23,0.618,Real
3792,24,0.23,Real
3793,1,0.235,Real
3794,2,0.229,Real
3795,3,0.141,Real
3796,4,0.122,Real
3797,5,0.108,Real
3798,6,0.135,Real
3799,7,0.108,Real
3800,8,0.101,Real
3801,9,0.148,Real
3802,10,0.223,Real
3803,11,0.581,Real
3804,12,0.337,Real
3805,13,0.738,Real
3806,14,0.196,Real
3807,15,0.129,Real
3808,16,0.148,Real
3809,17,0.095,Real
3810,18,0.106,Real
3811,19,0.137,Real
3812,20,0.149,Real
3813,21,0.148,Real
3814,22,0.12,Real
3815,23,0.095,Real
3816,24,0.145,Real
3817,1,0.104,Real
3818,2,0.104,Real
3819,3,0.142,Real
3820,4,0.086,Real
3821,5,0.121,Real
3822,6,0.12,Real
3823,7,0.099,Real
3824,8,0.128,Real
3825,9,0.129,Real
3826,10,0.092,Real
3827,11,0.129,Real
3828,12,0.108,Real
3829,13,0.097,Real
3830,14,0.111,Real
3831,15,0.137,Real
3832,16,0.099,Real
3833,17,0.093,Real
3834,18,0.141,Real
3835,19,0.099,Real
3836,20,0.093,Real
3837,21,0.141,Real
3838,22,0.111,Real
3839,23,0.173,Real
3840,24,0.306,Real
3841,1,0.206,Real
3842,2,0.132,Real
3843,3,0.134,Real
3844,4,0.099,Real
3845,5,0.103,Real
3846,6,0.138,Real
3847,7,0.106,Real
3848,8,0.096,Real
3849,9,0.186,Real
3850,10,0.182,Real
3851,11,0.277,Real
3852,12,0.477,Real
3853,13,0.199,Real
3854,14,0.252,Real
3855,15,0.205,Real
3856,16,0.214,Real
3857,17,0.275,Real
3858,18,0.219,Real
3859,19,0.194,Real
3860,20,0.108,Real
3861,21,0.332,Real
3862,22,0.245,Real
3863,23,0.257,Real
3864,24,0.363,Real
3865,1,0.387,Real
3866,2,0.121,Real
3867,3,0.105,Real
3868,4,0.11,Real
3869,5,0.127,Real
3870,6,0.107,Real
3871,7,0.109,Real
3872,8,0.14,Real
3873,9,0.19,Real
3874,10,0.152,Real
3875,11,0.211,Real
3876,12,0.313,Real
3877,13,0.192,Real
3878,14,0.404,Real
3879,15,0.371,Real
3880,16,0.244,Real
3881,17,0.235,Real
3882,18,0.232,Real
3883,19,0.257,Real
3884,20,0.336,Real
3885,21,0.25,Real
3886,22,0.238,Real
3887,23,0.838,Real
3888,24,0.354,Real
3889,1,0.371,Real
3890,2,0.183,Real
3891,3,0.118,Real
3892,4,0.087,Real
3893,5,0.117,Real
3894,6,0.135,Real
3895,7,0.094,Real
3896,8,0.107,Real
3897,9,0.217,Real
3898,10,0.148,Real
3899,11,0.398,Real
3900,12,0.224,Real
3901,13,0.271,Real
3902,14,0.475,Real
3903,15,0.383,Real
3904,16,0.38,Real
3905,17,0.289,Real
3906,18,0.224,Real
3907,19,0.173,Real
3908,20,0.187,Real
3909,21,0.253,Real
3910,22,0.244,Real
3911,23,0.356,Real
3912,24,0.248,Real
3913,1,0.5,Real
3914,2,0.176,Real
3915,3,0.658,Real
3916,4,0.102,Real
3917,5,0.129,Real
3918,6,0.116,Real
3919,7,0.097,Real
3920,8,0.111,Real
3921,9,0.226,Real
3922,10,0.128,Real
3923,11,0.248,Real
3924,12,0.531,Real
3925,13,0.243,Real
3926,14,0.535,Real
3927,15,0.319,Real
3928,16,0.209,Real
3929,17,0.272,Real
3930,18,0.223,Real
3931,19,0.254,Real
3932,20,0.338,Real
3933,21,0.095,Real
3934,22,0.094,Real
3935,23,0.513,Real
3936,24,0.251,Real
3937,1,0.158,Real
3938,2,0.123,Real
3939,3,0.128,Real
3940,4,0.107,Real
3941,5,0.14,Real
3942,6,0.115,Real
3943,7,0.106,Real
3944,8,0.141,Real
3945,9,0.195,Real
3946,10,0.195,Real
3947,11,0.37,Real
3948,12,0.209,Real
3949,13,0.203,Real
3950,14,0.329,Real
3951,15,1.045,Real
3952,16,0.299,Real
3953,17,0.23,Real
3954,18,0.228,Real
3955,19,0.391,Real
3956,20,0.442,Real
3957,21,0.262,Real
3958,22,0.297,Real
3959,23,0.238,Real
3960,24,0.27,Real
3961,1,0.541,Real
3962,2,0.132,Real
3963,3,0.708,Real
3964,4,0.101,Real
3965,5,0.102,Real
3966,6,0.143,Real
3967,7,0.092,Real
3968,8,0.213,Real
3969,9,0.109,Real
3970,10,0.11,Real
3971,11,0.232,Real
3972,12,0.384,Real
3973,13,0.389,Real
3974,14,0.251,Real
3975,15,0.161,Real
3976,16,0.115,Real
3977,17,0.122,Real
3978,18,0.095,Real
3979,19,0.146,Real
3980,20,0.089,Real
3981,21,0.124,Real
3982,22,0.113,Real
3983,23,0.093,Real
3984,24,0.15,Real
3985,1,0.109,Real
3986,2,0.195,Real
3987,3,0.121,Real
3988,4,0.097,Real
3989,5,0.157,Real
3990,6,0.087,Real
3991,7,0.138,Real
3992,8,0.115,Real
3993,9,0.099,Real
3994,10,0.146,Real
3995,11,0.197,Real
3996,12,0.257,Real
3997,13,0.182,Real
3998,14,0.141,Real
3999,15,0.118,Real
4000,16,0.124,Real
4001,17,0.221,Real
4002,18,0.101,Real
4003,19,0.099,Real
4004,20,0.153,Real
4005,21,0.094,Real
4006,22,0.121,Real
4007,23,0.226,Real
4008,24,0.21,Real
4009,1,0.123,Real
4010,2,0.152,Real
4011,3,0.109,Real
4012,4,0.102,Real
4013,5,0.132,Real
4014,6,0.11,Real
4015,7,0.097,Real
4016,8,0.14,Real
4017,9,0.2,Real
4018,10,0.193,Real
4019,11,0.298,Real
4020,12,0.248,Real
4021,13,0.226,Real
4022,14,0.351,Real
4023,15,0.283,Real
4024,16,0.212,Real
4025,17,0.298,Real
4026,18,0.212,Real
4027,19,0.269,Real
4028,20,0.257,Real
4029,21,0.228,Real
4030,22,0.241,Real
4031,23,0.276,Real
4032,24,0.308,Real
4033,1,0.158,Real
4034,2,0.108,Real
4035,3,0.135,Real
4036,4,0.106,Real
4037,5,0.109,Real
4038,6,0.117,Real
4039,7,0.109,Real
4040,8,0.126,Real
4041,9,0.19,Real
4042,10,0.167,Real
4043,11,0.265,Real
4044,12,0.205,Real
4045,13,0.267,Real
4046,14,0.307,Real
4047,15,0.683,Real
4048,16,0.26,Real
4049,17,0.269,Real
4050,18,0.22,Real
4051,19,0.15,Real
4052,20,0.135,Real
4053,21,0.203,Real
4054,22,0.307,Real
4055,23,1.193,Real
4056,24,0.621,Real
4057,1,0.553,Real
4058,2,0.084,Real
4059,3,0.103,Real
4060,4,0.101,Real
4061,5,0.086,Real
4062,6,0.101,Real
4063,7,0.127,Real
4064,8,0.35,Real
4065,9,0.233,Real
4066,10,0.208,Real
4067,11,0.201,Real
4068,12,0.271,Real
4069,13,0.269,Real
4070,14,0.332,Real
4071,15,0.5,Real
4072,16,0.411,Real
4073,17,0.258,Real
4074,18,0.243,Real
4075,19,0.231,Real
4076,20,0.34,Real
4077,21,0.36,Real
4078,22,0.329,Real
4079,23,0.996,Real
4080,24,0.563,Real
4081,1,0.515,Real
4082,2,0.501,Real
4083,3,0.131,Real
4084,4,0.712,Real
4085,5,0.114,Real
4086,6,0.109,Real
4087,7,0.128,Real
4088,8,0.108,Real
4089,9,0.186,Real
4090,10,0.191,Real
4091,11,0.206,Real
4092,12,0.507,Real
4093,13,0.229,Real
4094,14,0.41,Real
4095,15,0.861,Real
4096,16,0.201,Real
4097,17,0.277,Real
4098,18,0.231,Real
4099,19,0.212,Real
4100,20,0.302,Real
4101,21,0.453,Real
4102,22,0.426,Real
4103,23,1.085,Real
4104,24,0.248,Real
4105,1,0.179,Real
4106,2,0.152,Real
4107,3,0.106,Real
4108,4,0.127,Real
4109,5,0.117,Real
4110,6,0.093,Real
4111,7,0.141,Real
4112,8,0.101,Real
4113,9,0.196,Real
4114,10,0.208,Real
4115,11,0.211,Real
4116,12,0.253,Real
4117,13,0.221,Real
4118,14,0.434,Real
4119,15,0.227,Real
4120,16,0.292,Real
4121,17,0.334,Real
4122,18,0.281,Real
4123,19,0.158,Real
4124,20,0.162,Real
4125,21,0.213,Real
4126,22,0.206,Real
4127,23,0.866,Real
4128,24,0.228,Real
4129,1,0.237,Real
4130,2,0.162,Real
4131,3,0.11,Real
4132,4,0.096,Real
4133,5,0.136,Real
4134,6,0.097,Real
4135,7,0.12,Real
4136,8,0.126,Real
4137,9,0.104,Real
4138,10,0.16,Real
4139,11,0.168,Real
4140,12,0.172,Real
4141,13,0.212,Real
4142,14,0.173,Real
4143,15,0.12,Real
4144,16,0.098,Real
4145,17,0.174,Real
4146,18,0.11,Real
4147,19,0.09,Real
4148,20,0.149,Real
4149,21,0.096,Real
4150,22,0.095,Real
4151,23,0.147,Real
4152,24,0.1,Real
4153,1,0.154,Real
4154,2,0.14,Real
4155,3,0.11,Real
4156,4,0.151,Real
4157,5,0.099,Real
4158,6,0.112,Real
4159,7,0.14,Real
4160,8,0.097,Real
4161,9,0.146,Real
4162,10,0.111,Real
4163,11,0.288,Real
4164,12,0.186,Real
4165,13,0.113,Real
4166,14,0.094,Real
4167,15,0.144,Real
4168,16,0.087,Real
4169,17,0.095,Real
4170,18,0.154,Real
4171,19,0.099,Real
4172,20,0.132,Real
4173,21,0.106,Real
4174,22,0.097,Real
4175,23,0.351,Real
4176,24,0.232,Real
4177,1,0.474,Real
4178,2,0.157,Real
4179,3,0.666,Real
4180,4,0.136,Real
4181,5,0.112,Real
4182,6,0.095,Real
4183,7,0.132,Real
4184,8,0.107,Real
4185,9,0.234,Real
4186,10,0.159,Real
4187,11,0.26,Real
4188,12,0.475,Real
4189,13,0.195,Real
4190,14,0.418,Real
4191,15,0.366,Real
4192,16,0.198,Real
4193,17,0.259,Real
4194,18,0.206,Real
4195,19,0.251,Real
4196,20,0.266,Real
4197,21,0.247,Real
4198,22,0.253,Real
4199,23,0.844,Real
4200,24,0.22,Real
4201,1,0.152,Real
4202,2,0.107,Real
4203,3,0.125,Real
4204,4,0.112,Real
4205,5,0.136,Real
4206,6,0.104,Real
4207,7,0.139,Real
4208,8,0.098,Real
4209,9,0.308,Real
4210,10,0.167,Real
4211,11,0.264,Real
4212,12,0.23,Real
4213,13,0.27,Real
4214,14,0.426,Real
4215,15,0.349,Real
4216,16,0.234,Real
4217,17,0.262,Real
4218,18,0.191,Real
4219,19,0.302,Real
4220,20,0.373,Real
4221,21,0.293,Real
4222,22,0.245,Real
4223,23,0.28,Real
4224,24,0.228,Real
4225,1,0.1,Real
4226,2,0.106,Real
4227,3,0.071,Real
4228,4,0.111,Real
4229,5,0.086,Real
4230,6,0.183,Real
4231,7,0.069,Real
4232,8,0.116,Real
4233,9,0.162,Real
4234,10,0.216,Real
4235,11,0.945,Real
4236,12,0.218,Real
4237,13,0.264,Real
4238,14,0.345,Real
4239,15,0.395,Real
4240,16,0.36,Real
4241,17,0.304,Real
4242,18,0.228,Real
4243,19,0.253,Real
4244,20,0.397,Real
4245,21,0.384,Real
4246,22,0.297,Real
4247,23,0.245,Real
4248,24,0.233,Real
4249,1,0.501,Real
4250,2,0.155,Real
4251,3,0.632,Real
4252,4,0.143,Real
4253,5,0.092,Real
4254,6,0.136,Real
4255,7,0.101,Real
4256,8,0.158,Real
4257,9,0.25,Real
4258,10,0.149,Real
4259,11,0.286,Real
4260,12,0.249,Real
4261,13,0.246,Real
4262,14,0.435,Real
4263,15,0.256,Real
4264,16,0.21,Real
4265,17,0.271,Real
4266,18,0.2,Real
4267,19,0.287,Real
4268,20,0.311,Real
4269,21,0.243,Real
4270,22,0.233,Real
4271,23,0.778,Real
4272,24,0.249,Real
4273,1,0.134,Real
4274,2,0.116,Real
4275,3,0.124,Real
4276,4,0.106,Real
4277,5,0.154,Real
4278,6,0.087,Real
4279,7,0.139,Real
4280,8,0.102,Real
4281,9,0.209,Real
4282,10,0.174,Real
4283,11,0.213,Real
4284,12,0.256,Real
4285,13,0.269,Real
4286,14,0.356,Real
4287,15,1.017,Real
4288,16,0.264,Real
4289,17,0.392,Real
4290,18,0.293,Real
4291,19,0.202,Real
4292,20,0.27,Real
4293,21,0.284,Real
4294,22,0.226,Real
4295,23,0.256,Real
4296,24,0.66,Real
4297,1,0.331,Real
4298,2,0.332,Real
4299,3,0.12,Real
4300,4,0.105,Real
4301,5,0.137,Real
4302,6,0.094,Real
4303,7,0.148,Real
4304,8,0.096,Real
4305,9,0.123,Real
4306,10,0.123,Real
4307,11,0.099,Real
4308,12,0.294,Real
4309,13,0.215,Real
4310,14,0.113,Real
4311,15,0.141,Real
4312,16,0.122,Real
4313,17,0.109,Real
4314,18,0.14,Real
4315,19,0.099,Real
4316,20,0.141,Real
4317,21,0.098,Real
4318,22,0.094,Real
4319,23,0.141,Real
4320,24,0.097,Real
4321,1,0.141,Real
4322,2,0.491,Real
4323,3,0.21,Real
4324,4,0.689,Real
4325,5,0.105,Real
4326,6,0.128,Real
4327,7,0.123,Real
4328,8,0.082,Real
4329,9,0.151,Real
4330,10,0.105,Real
4331,11,0.116,Real
4332,12,0.286,Real
4333,13,0.184,Real
4334,14,0.088,Real
4335,15,0.143,Real
4336,16,0.1,Real
4337,17,0.105,Real
4338,18,0.127,Real
4339,19,0.096,Real
4340,20,0.146,Real
4341,21,0.093,Real
4342,22,0.105,Real
4343,23,0.242,Real
4344,24,0.213,Real
4345,1,0.121,Real
4346,2,0.131,Real
4347,3,0.097,Real
4348,4,0.15,Real
4349,5,0.109,Real
4350,6,0.093,Real
4351,7,0.144,Real
4352,8,0.105,Real
4353,9,0.136,Real
4354,10,0.106,Real
4355,11,0.178,Real
4356,12,0.309,Real
4357,13,0.184,Real
4358,14,0.241,Real
4359,15,0.374,Real
4360,16,0.242,Real
4361,17,0.098,Real
4362,18,0.118,Real
4363,19,0.139,Real
4364,20,0.184,Real
4365,21,0.234,Real
4366,22,0.432,Real
4367,23,0.699,Real
4368,24,0.577,Real
4369,1,0.158,Real
4370,2,0.1,Real
4371,3,0.106,Real
4372,4,0.134,Real
4373,5,0.104,Real
4374,6,0.141,Real
4375,7,0.105,Real
4376,8,0.104,Real
4377,9,0.212,Real
4378,10,0.142,Real
4379,11,0.194,Real
4380,12,0.359,Real
4381,13,0.277,Real
4382,14,0.375,Real
4383,15,0.29,Real
4384,16,0.275,Real
4385,17,0.327,Real
4386,18,0.291,Real
4387,19,0.134,Real
4388,20,0.209,Real
4389,21,0.367,Real
4390,22,0.236,Real
4391,23,0.397,Real
4392,24,0.427,Real
4393,1,0.212,Real
4394,2,0.158,Real
4395,3,0.103,Real
4396,4,0.103,Real
4397,5,0.138,Real
4398,6,0.099,Real
4399,7,0.095,Real
4400,8,0.152,Real
4401,9,0.223,Real
4402,10,0.26,Real
4403,11,0.302,Real
4404,12,0.284,Real
4405,13,0.333,Real
4406,14,0.29,Real
4407,15,0.571,Real
4408,16,0.338,Real
4409,17,0.268,Real
4410,18,0.303,Real
4411,19,0.235,Real
4412,20,0.142,Real
4413,21,0.227,Real
4414,22,0.254,Real
4415,23,0.576,Real
4416,24,0.61,Real
4417,1,0.443,Real
4418,2,0.112,Real
4419,3,0.114,Real
4420,4,0.141,Real
4421,5,0.12,Real
4422,6,0.103,Real
4423,7,0.093,Real
4424,8,0.146,Real
4425,9,0.149,Real
4426,10,0.274,Real
4427,11,0.285,Real
4428,12,0.325,Real
4429,13,0.312,Real
4430,14,0.154,Real
4431,15,0.141,Real
4432,16,0.327,Real
4433,17,0.278,Real
4434,18,0.278,Real
4435,19,0.304,Real
4436,20,0.11,Real
4437,21,0.086,Real
4438,22,0.244,Real
4439,23,0.23,Real
4440,24,0.573,Real
4441,1,0.19,Real
4442,2,0.684,Real
4443,3,0.12,Real
4444,4,0.117,Real
4445,5,0.1,Real
4446,6,0.102,Real
4447,7,0.145,Real
4448,8,0.096,Real
4449,9,0.148,Real
4450,10,0.168,Real
4451,11,0.267,Real
4452,12,0.293,Real
4453,13,0.315,Real
4454,14,0.283,Real
4455,15,0.336,Real
4456,16,0.218,Real
4457,17,0.081,Real
4458,18,0.144,Real
4459,19,0.112,Real
4460,20,0.089,Real
4461,21,0.117,Real
4462,22,0.125,Real
4463,23,0.103,Real
4464,24,0.206,Real
4465,1,0.38,Real
4466,2,0.305,Real
4467,3,0.27,Real
4468,4,0.314,Real
4469,5,0.184,Real
4470,6,0.095,Real
4471,7,0.135,Real
4472,8,0.181,Real
4473,9,0.11,Real
4474,10,0.091,Real
4475,11,0.125,Real
4476,12,0.253,Real
4477,13,0.235,Real
4478,14,0.194,Real
4479,15,0.076,Real
4480,16,0.141,Real
4481,17,0.149,Real
4482,18,0.086,Real
4483,19,0.097,Real
4484,20,0.163,Real
4485,21,0.09,Real
4486,22,0.091,Real
4487,23,0.146,Real
4488,24,0.116,Real
4489,1,0.105,Real
4490,2,0.112,Real
4491,3,0.139,Real
4492,4,0.107,Real
4493,5,0.106,Real
4494,6,0.149,Real
4495,7,0.088,Real
4496,8,0.101,Real
4497,9,0.155,Real
4498,10,0.094,Real
4499,11,0.175,Real
4500,12,0.344,Real
4501,13,0.266,Real
4502,14,0.126,Real
4503,15,0.121,Real
4504,16,0.159,Real
4505,17,0.101,Real
4506,18,0.091,Real
4507,19,0.156,Real
4508,20,0.097,Real
4509,21,0.1,Real
4510,22,0.15,Real
4511,23,0.104,Real
4512,24,0.101,Real
4513,1,0.235,Real
4514,2,0.306,Real
4515,3,0.252,Real
4516,4,0.138,Real
4517,5,0.126,Real
4518,6,0.098,Real
4519,7,0.117,Real
4520,8,0.13,Real
4521,9,0.097,Real
4522,10,0.115,Real
4523,11,0.131,Real
4524,12,0.153,Real
4525,13,0.24,Real
4526,14,0.292,Real
4527,15,0.244,Real
4528,16,0.2,Real
4529,17,0.136,Real
4530,18,0.137,Real
4531,19,0.103,Real
4532,20,0.093,Real
4533,21,0.218,Real
4534,22,0.245,Real
4535,23,0.212,Real
4536,24,0.204,Real
4537,1,0.202,Real
4538,2,0.094,Real
4539,3,0.132,Real
4540,4,0.118,Real
4541,5,0.091,Real
4542,6,0.098,Real
4543,7,0.14,Real
4544,8,0.1,Real
4545,9,0.099,Real
4546,10,0.115,Real
4547,11,0.125,Real
4548,12,0.252,Real
4549,13,0.235,Real
4550,14,0.253,Real
4551,15,0.29,Real
4552,16,0.442,Real
4553,17,0.328,Real
4554,18,0.144,Real
4555,19,0.244,Real
4556,20,0.222,Real
4557,21,0.284,Real
4558,22,0.336,Real
4559,23,0.423,Real
4560,24,0.594,Real
4561,1,0.663,Real
4562,2,0.146,Real
4563,3,0.099,Real
4564,4,0.101,Real
4565,5,0.136,Real
4566,6,0.101,Real
4567,7,0.101,Real
4568,8,0.119,Real
4569,9,0.126,Real
4570,10,0.09,Real
4571,11,0.173,Real
4572,12,0.307,Real
4573,13,0.251,Real
4574,14,0.232,Real
4575,15,0.23,Real
4576,16,1.44,Real
4577,17,0.605,Real
4578,18,0.163,Real
4579,19,0.12,Real
4580,20,0.131,Real
